name,latitude,longitude,type,tel,cel,email,address
Limehill Clinic,-28.438355,30.244248,Clinic,034 2610595,,,Limehill Area
Limit Hill Clinic,-28.53881,29.80534,Clinic,366373185,,,"6th Street,"
Lindelani Clinic,-29.750253,30.933847,Clinic,,834571168,,A2047 Dukuza Rd Ntuzuma
Lomo Clinic,-28.21684,31.63445,Clinic,358799014,839530640,,Lomo
Lourdes Clinic,-30.208685,29.705948,Clinic,392597012,766723181,,Ediphini Area
Louwsburg Clinic,-27.57801,31.30045,Clinic,034 907 5948,076 816 7621,,7 Marke Street Abaqulusi
Lovu Clinic,-30.062207,30.826977,Clinic,313229016,72182933,mgobhozin@durban.gov.za,R603 Eston
Lower Umfolozi War Memorial Hospital,-28.739507,31.895639,District Hospital,35907000,839411882,ntombizondwa.zikalala@kznhealth.gov.za,29 Union Street
Ludimala Clinic,-30.86893,30.28333,Clinic,393149594,731988985,,Lamont Location
Luganda Clinic,-29.888276,30.80376,Clinic,317067032,,,"16310 Lugada Road,"
Luneburg Clinic,-27.32985,30.63093,Clinic,349950053,829731089,,
Luwamba Clinic,-28.62971,31.694929,Clinic,,833280145,,
Mabamba Clinic,-28.808888,31.865426,Clinic,,788892920,,Ndabayakhe Res
Mabedlane Clinic,-28.29981,31.3839,Clinic,,358799007,,Mabedlane
Mabheleni Clinic,-30.44209,30.32103,Clinic,396999082,732673189,,Isipofu Road
Mabhuqweni Clinic,-28.510373,30.835555,Clinic,358338006,733702796,thenjizwane@email.com,Mabhuqwini Area
Mabibi Clinic,-27.32839,32.73092,Clinic,355928088,825158577,,Mabibi Near Mabibi Primary School
Macabuzela Clinic,-28.02811,32.15997,Clinic,035 562 7008,082 483 6340,,
Macambini Clinic,-29.125901,31.57012,Clinic,324539013,,,Wangu Area
Machibini Clinic,-28.28121,32.04522,Clinic,355507911,723193239,,Machibini Reserve Next To Mawombe High School
Madadeni 1 Clinic,-27.752218,30.024138,Clinic,034 3292122,823556270,,Amajuba Sect1
Madadeni 5 Clinic,-27.756412,30.042055,Clinic,034 3292123,731793132,,9295 Section5 Thokoza Str
Madadeni 7 Clinic,-27.74861,30.033073,Clinic,034 3143701,,,9327 Business Suite
Madadeni Gateway Clinic,-27.7636,30.0508,Clinic,034 3288 346,,,Section 6 Madadeni
Madadeni Hospital,-27.76339,30.050536,Regional Hospital,034 3288000,795086356,thami.mtshali@kznhealth.gov.za,F001 Madadeni
Madiba Clinic,-28.97938,29.69263,Clinic,363528940,725300897,,"Draycott Road,"
Madlala Clinic,-30.63114,30.42725,Clinic,396959003,737956290,,"Madlala Area,Next To Sozabe School"
Madonela Clinic,-27.34288,32.26248,Clinic,035 5725050,763134158,,Jozini Area
Madwaleni Clinic,-28.26372,32.22208,Clinic,355507909,837122279,,
Mafakathini Clinic,-29.64405,30.1476,Clinic,339970600,793670107,,No Address
Magabheni Clinic,-30.173469,30.76575,Clinic,399707015,842093357,,Sibaya Highway Road
Magagadolo Clinic,-28.032014,31.407391,Clinic,358329000,834305590,,
Maguzu Clinic,-29.581533,30.564448,Clinic,333909021,715754975,,Maqongqo Area
Mahashini Clinic,-27.87648,31.52567,Clinic,,721417073,,Mahashini
Mahatma Gandhi Hospital,-29.718741,31.029532,Regional Hospital,031 5021719,718927272,prakash.dayaram@kznhealth.go.za,100 Phoenix Highway
Mahlungulu Clinic,-26.88633,32.81163,Clinic,035 5929988,,,Mahlungulu Area
Makhathini Clinic,-27.44383,32.16026,Clinic,355725590,,,
Makhosini Clinic,-28.37908,31.271612,Clinic,354500914,738124175,,Makhosini
Makhowe Clinic,-27.96078,32.14029,Clinic,035 562 7006,078 4777 624,,
Makhwela Clinic,-27.68678,31.34952,Clinic,832367517,732542256,,Makhwela
Malenge Clinic,-30.147924,29.62289,Clinic,392597013,832464769,,Malenge Clinic
Malunga Clinic,-28.53696,30.901824,Clinic,358338005,836032331,,
Manaba Clinic,-27.28726,32.43432,Clinic,355748161,820949664,,
Mandaba Clinic,-28.680314,31.215809,Clinic,358338007,725388230,,Mandaba Reserve
Mandeni Clinic,-29.153318,31.410068,Clinic,324568246,832040858,debbiehughes@mandeni.gov.za,2 Kingfisher Road
Mandlanzini Clinic,-28.738355,32.104379,Clinic,357860929,734081275,,Via Verbena
Mandleni Clinic,-28.72373,30.357789,Clinic,033 4939501,726059708,,Mandleni Area
Mangeni Clinic,-28.46614,30.772946,Clinic,342718114,828418329,,
Manguzi Hospital,-26.98403,32.75637,District Hospital,035 5920150,834602330,sipho.vumase@kznhealth.gov.za,Manguzi Road
Manyane Clinic,-28.775324,30.903431,Clinic,358346000,722332656,,
Manyiseni Clinic,-26.914,32.03564,Clinic,035 5911 0045,072 067 5662,,
Maphephetheni Clinic,-29.645426,30.792355,Clinic,317777707,,,
Maphophoma Clinic,-28.037503,31.679984,Clinic,,715608622,,Maphomoma Area
Maphumulo Clinic,-29.15686,31.066447,Clinic,324816842,835530786,,Maphulo Central
Maputa Clinic,-26.99444,32.75556,Clinic,,827925328,,Manguza Main Rd
Maqumbi Clinic,-29.173628,31.202736,Clinic,324816024,839666784,,
Marburg Clinic,-30.74754,30.42966,Clinic,396882182,733178220,,2 Protea Road
Margate Clinic,-30.867209,30.364194,Clinic,393128382,834166098,,Erasmus Road
Mariannridge Clinic,-29.862495,30.82117,Clinic,317031625,,,8leo Place
Ncwadi Clinic,-29.77682,29.98536,Clinic,339971060,832846900,,
Mason Street Clinic,-27.76578,30.80109,Clinic,034 982 1972,,,Corner Mason & Church Street
Masons Clinic,-29.555652,30.434774,Clinic,333931095,832627482,,96 Lazarus Road
Masotsheni Clinic,-28.286975,30.576856,Clinic,034 2718164,,,Masotsheni Area
Mathungela Clinic,-28.89687,31.080979,Clinic,354761008,794444758,,
Matiwaneskop Clinic,-28.350763,29.897825,Clinic,364211825,,,Matiwaneskop
Mawele Clinic,-28.694371,30.556283,Clinic,346627008,,,Tugela Ferry Main Road
Mayizekane Clinic,-29.531123,30.625094,Clinic,335030155,722383035,,"Mayizekanye Clinic,D599 Road"
Mazabeko Clinic,-28.530478,30.586576,Clinic,034 6427000,82090329,,Mazabeko Area Pomeroy
Mbadleni Clinic,-26.96269,32.13522,Clinic,355910249,726530578,,Mbadleni Area
Mbangweni Clinic,-28.821915,30.403156,Clinic,033 4961308,723228244,,
Mbazwana Clinic,-27.48544,32.586,Clinic,355710211,,,
Mbekaphansi Clinic,-29.092299,30.967514,Clinic,324817776,,,R74 To Greytown
Mbongolwane Hospital,-28.93597,31.196129,District Hospital,354766242,,pinkie.jafta@kznhealth.gov.za,
Mbonwa Clinic,-30.618058,29.800769,Clinic,395530057,721004282,,Mkhoba
Mboza Clinic,-27.18032,32.26986,Clinic,035 5918012,,,Mboza Area
Mbuthisweni Clinic,-30.059767,30.457975,Clinic,332129410,,,
Mduku Clinic,-27.8281,32.38807,Clinic,035 562 0219,073 273 3764,,Mduku Area
Mdumezulu Clinic,-28.28497,31.42811,Clinic,358701025,837220581,octavia.mlotshwa@kznhealth.gov.za,Chief Owen Street
Meadow Sweet Clinic,-30.63895,30.03235,Clinic,394330299,839580890,,Nyuswa Road
Melmoth Clinic,-28.589129,31.397772,Clinic,354508020,,,376 A Symond Street
Merebank Clinic,-29.953108,30.970279,Clinic,314684428,832625869,beauriort@durban.gov.za,1 Bombay Work
Mfongosi Clinic,-28.715751,30.806482,Clinic,358346001,721160833,,
Mfume Clinic,-30.11986,30.74404,Clinic,319768006,783767477,,Private Bag 4373 Mfume
Mgangeni Clinic,-30.237236,30.38099,Clinic,399719142,739413262,,
Mgayi Clinic,-30.38428,30.47667,Clinic,399779200,833358402,,Mzinto North
Mhlangana Clinic,-28.837005,30.301398,Clinic,033 4961152,848212916,,Tugela Ferry Rd
Mhlungwane Clinic,-28.13813,30.837083,Clinic,,0732203822/0781876085,,Odudela Rd
Mkhonjane Clinic,-28.150461,30.577392,Clinic,034 2718005,784073657,,Mkhonjane Area
Mkuze Clinic,-27.61855,32.03188,Clinic,035 5731082,074 9333 799,,Klbe Road
Mndozo Clinic,-27.747401,30.190258,Clinic,,712546303,,Utrecht Rd
Mnqobokazi Clinic,-27.7059,32.45598,Clinic,035 562 8022,076 783 8022,,R 22
Mntungwana Clinic,-30.146621,30.305561,Clinic,398350322,739636450,,Rural Area
Mnyamana Clinic,-29.81545,29.9335,Clinic,398328053,729402896,,Mnayamana Area
Molokohlo Clinic,-29.492258,31.036248,Clinic,325323142,728866034,,Mwolokohlo
Molweni Clinic,-29.739899,30.878746,Clinic,031 7763364,835180906,molweni.clinic@kznhealth.gov.za,Molweni Clinic Inanda Rd
Mondlo 2 Clinic,-27.9764,30.70956,Clinic,349331135,839650659,,Mondlo 2
Montebello Hospital,-29.439345,30.807206,District Hospital,335067000,823737259,sbu.khawula@kznhealth.gov.za,614 Noordsberg Road
Mooi River Clinic,-29.207438,29.996071,Clinic,332631439,,,46 Lawrence Road
Morrison's Post Clinic,-30.56581,30.42173,Clinic,396849210,782588326,,Morrison Street
Mosvold Gateway Clinic,-27.135974,32.004842,Clinic,035 591 0122,072 520 6218,,C/O Osvold Hospital
Mosvold Hospital,-27.135974,32.004842,District Hospital,355910122,829709716,vusi.vilakazi@kznhealth.gov.za,"Ingwavuma, Main Road"
Mpandleni Clinic,-28.620445,31.088608,Clinic,358330476,829493516,,Dlangubo Lane
Mpembeni Clinic,-28.13231,31.94133,Clinic,,0826403433/0725867056,,"Private Bag, X5001, Mpembeni Clinic, Hlabisa"
Mphise Clinic,-29.017171,31.101029,Clinic,324815714,721093415,,
Mpola Clinic,-29.85356,30.810712,Clinic,317032622,,,Off Milky Way Mpola
Mpophomeni Clinic,-29.566174,30.186578,Clinic,332380026,,,2692 Mtholampilo Road
Mpukunyoni Clinic,-28.36738,32.17427,Clinic,355509142,829367664,,Mpukunyoni Area
Mpumalanga Clinic,-29.803945,30.621675,Clinic,031 7720078,833269603,bongekile.nxumalo@kznhealth.gov.za,Meyiwa Main Rd
Mpumelelo Clinic,-29.194312,31.291157,Clinic,324837665,839812055,mpumelelo.clinic@kznhealth.gov.za,Doesbag Road
Mpumuza Clinic,-29.60599,30.27101,Clinic,333241181,824271362,mpumuza.clinic@kznhealth.gov.za,"Mabane Area, Sweetwater"
Mpungamhlophe Clinic,-28.26602,31.25377,Clinic,3545400915,762334029,,Mpungamhlophe
Mseleni Hospital,-27.32566,32.55664,District Hospital,(035) 574-1004/8,728073059,victor@mselelni.co.za,
Mshudu Clinic,-26.93222,32.71829,Clinic,035 5929100,721402420,,Mshudu Area Kwangwanase
Msunduze Bridge Clinic,-29.662982,30.636814,Clinic,317829028,719614470,philisiwe.sosibo@kznhealtrh.gov.za,9 Magayisa Road
Mthandeni Clinic,-29.262169,31.077659,Clinic,324802042,768050284,,Khabane Area
Mthimude Clinic,-30.79748,30.04155,Clinic,395430348,,,
Mthungweni Clinic,-28.811024,31.053801,Clinic,354761000,824075417,,Mamba Area
Mtubatuba Clinic,-28.41123,32.18526,Clinic,355510599,825081708,,"Lot 379 John Ross, Highway, Mtubatuba"
Mumbe Clinic,-28.753328,30.548577,Clinic,,840242589,,
Murchison Gateway Clinic,-30.72804,30.34402,Clinic,396877290,828614738,murchison.gateway@kznhealth.gov.za,"Ward 22,Madakane"
Murchison Hospital,-30.72804,30.34402,District Hospital,396877311,822866592,buyisile.ngesi@kznhealth.gov.za,Main Harding Road
Mvelabusha Clinic,-27.15918,32.71321,Clinic,035 5748162,726559284,,Velabusha Area
Mvoti Clinic,-30.11531,29.52058,Clinic,392597018,823866163,,Nazareth A/A
Mvubukazi Clinic,-30.281271,29.847091,Clinic,,822652333,,Bhala Location
Mvutshini Clinic (Hibiscus Coast),-30.86013,30.37167,Clinic,393144387,732893771,,Mvutshini Area
Mvutshini Clinic (uMlalazi),-28.951687,31.569289,Clinic,353374183,833380341,,Mvutshini
Mzamo Clinic,-29.872292,30.830021,Clinic,0317063629/710,,groupwise@ethekwinihealth.gov.za,Cnr Of Main& St.Wendolins Road
Naas Farm Clinic,-27.827587,30.225972,Clinic,034 3669166,795521594,,Mahalaba Stand
Nagina Clinic,-29.870115,30.812235,Clinic,0317062778/9278,,goba.nomusa@dbn.gov.za,01 Soni Way
Nandi Clinic,-29.322463,31.302538,Clinic,324375078,,,Lindelani Township
Ncemaneni Clinic,-28.33601,31.66601,Clinic,358799017,839789718,,Maroeni Area Next To Azonke High School
Ncibidwane Clinic,-29.1874,29.63677,Clinic,363538999,,,
Ncotshane Clinic,-27.34743,31.57839,Clinic,343161043,730389690,,Mzilankatha
Ndabaningi Clinic,-28.7527,31.068462,Clinic,354761004,764008378,,Ngomankulu
Ndaleni Clinic,-29.887002,30.247059,Clinic,332129421,,n.ralgane@gmail.com,Ndaleni Location
Ndelu Clinic,-30.49914,30.43265,Clinic,396991130,846831123,,Sipho Road
Ndlangubo Clinic,-28.765842,31.697847,Clinic,357928714,712239388,,P230 Old Road
Ndulinde Clinic,-29.044085,31.431834,Clinic,3214552040,,,
Ndumo Clinic,-26.9251,32.25149,Clinic,355910150,724341203,,Ndumo Main Road
Ndundulu Clinic,-28.679204,31.51057,Clinic,,724647531,,Melmoth Road
Ndwebu Clinic,-29.511451,30.939442,Clinic,398350259,725856303,,D168 Via St. Faiths
Ndwedwe CHC,-29.513342,30.937473,Community Health Clinic,325323050,,,P 100 Caneland
Nkwali Clinic,-30.102,30.79818,Clinic,319166198,761987201,,G.J. Croookes
Nellies Farm Clinic,-27.927014,30.168082,Clinic,034 3667783,729684929,,Thusi Stand
New Germany Clinic,-29.798154,30.875748,Clinic,0313116524/25,,newgermany@durban.gov.za,2 Coventry Avenue
Newcastle Clinic,-27.75689,29.93014,Clinic,343287754,835179935,,Corner Murchison And Sutherland Street
Newcastle Gateway Clinic,-27.76253,29.93597,Clinic,343280061,343280013,,"04 Hospital Street,"
Newcastle Hospital,-27.762146,29.938189,Regional Hospital,034 3280000,,vukile.mavundla@kznhealth.gov.za,No.4 Hopspital Str
Newlands East Clinic,-29.787812,30.969906,Clinic,315772913,,bertilla.george@kznhealth.co.za,60 Fosa Road
Newlands West Clinic,-29.779087,30.95483,Clinic,031 5785756,,mkhizen@durban.gov.za,16 Loopwest Crescent
Newtown A CHC,-29.711684,30.941888,Community Health Clinic,031 5104100,799721002,lungile.ntenga@kznhealth.gov.za,King Bhekuzulu
Ngqeku Clinic,-27.876136,31.59507,Clinic,358314053,839547927,,"Mangohlopha Reserve, Nongoma"
Ngubeni Clinic,-29.697086,30.234093,Clinic,335050308,,,Ngubeni Area
Ngubevu Clinic,-28.740558,30.620232,Clinic,033 4131724,766741294,,P17 Inadi Rr Greytown
Ngudwini Clinic,-29.050737,31.250876,Clinic,324569011,82752470,,
Ngwelezana Clinic,-28.773922,31.861982,Clinic,357941051,836963961,,Celimpilo Street
Ngwelezana Hospital,-28.77774,31.864665,Tertiary Hospital,35901700,837769745,nonenny.thandreyen@kznhealth.gov.za,Thandiyise Road
Nhlabane Clinic,-28.641838,32.239047,Clinic,357730193,827962218,,Mlabane
Nhlalwane Clinic,-30.45653,30.08512,Clinic,398350258,,,D928 Road
Nhlungwana Clinic,-28.30692,31.50194,Clinic,358702101,730180056,,
Niemeyer Gateway Clinic,-27.66179,30.31595,Clinic,343313011,834760068,,"28 Kantoor Street,"
Philani Clinic,-30.25138,30.68312,Clinic,399740053,837385280,,Dududu Rd
Niemeyer Memorial Hospital,-27.662444,30.316676,District Hospital,034 3313011,784432404,zakhele.mhlang@kznhealth.gov.za,Kantoor Str
Njoko Clinic,-27.8086,31.85331,Clinic,,725285681,,Njoko Area
Nkande Clinic,-27.992658,30.623824,Clinic,034 9339230,794312080,,Nkande
Nkandla Hospital,-28.623753,31.087494,District Hospital,358335000,,mbuso.mntambo@kznhealth.gov.za,Mbatha Lane
Nkonjeni Gateway Clinic,-28.22664,31.41517,Clinic,358730013,723918855,,
Nkonjeni Hospital,-28.22664,31.41517,District Hospital,358730013,720483407,bonakele.cele@kznhealth.gov.za,Ekudubekeni
Nkundusi Clinic,-28.14607,32.31981,Clinic,355627007,824852656,,
Nkungwini Clinic,-27.00989,32.00876,Clinic,355910078,825163764,,
Nkunzana Clinic,-27.73985,31.70636,Clinic,,837111610,,Nongoma
Nkwalini Clinic,-28.725936,31.524931,Clinic,354600104,796964040,,R66 Nkwalini
Nocomboshe Clinic,-28.668275,30.622324,Clinic,,727358815,,
Nokweja Clinic,-30.297344,30.02097,Clinic,398349210,731797886,,Nokweja Area
Nomdiya Clinic,-28.227386,31.377822,Clinic,358799026,846131615,,Nomdiya
Nomponjwana Clinic,-28.638359,31.579838,Clinic,,82397738,,Nomponjwana
Nondabuya Clinic,-27.34592,32.15599,Clinic,358381003,848953374,,"Corner Mosvold Hospital, Nondabuya Clinic"
Nondweni Clinic,-28.19461,30.81723,Clinic,034 2718037,,,
Nongamlane Clinic,-28.428968,30.923011,Clinic,358337004,729863662,,Hlekezela Street
Nongoma Clinic,-27.89991,31.650186,Clinic,358313243,836202761,,Corner Road Of R618
Northdale Clinic,-29.566573,30.402485,Clinic,333871821,836503137,,Cnr Of Bangalor & Barrvabas Rd
Northdale Gateway Clinic,-29.577754,30.401037,Clinic,333879029,,,"1389 Chota Motala Road,"
Northdale Hospital,-29.577754,30.401037,District Hospital,333879000,844081959,falkity.dupreez@kznhealth.gov.za,1389 Chota Road Pietermaritzburg 3401
Nseleni CHC,-28.666106,32.025838,Community Health Clinic,35795112417,728280112,muzwenhlanhla.mhlongo@kznhealth.gov.za,Suite 645 Ubhejane Road Nseleni Township
Nsimbini Clinic,-30.000896,30.855687,Clinic,319000088,797369163,,2483 Old Umbumbulu Rd
Ntababomvu Clinic,-28.0385,30.7151,Clinic,,832367540,,Hlahlindela
Ntabamhlope Clinic,-29.103963,29.688698,Clinic,363538607,730407407,,"Sobabili Road,Ntabamhlophe Area"
Ntabeni Clinic,-30.97163,30.23546,Clinic,393192643,798979555,risha.pillay@kznhealth.gov.za,"Ezingolweni Road,Ward 10"
Ntambanana Clinic,-28.604568,31.746755,Clinic,357928388,826677720,,Ntambanana Road
Ntembeni Clinic,-29.715798,30.248985,Clinic,335050323,729291396,,No Adrress
Ntembisweni Clinic,-29.165278,30.760544,Clinic,033 4459697,790205659,,Ntembisweni Rd
Ntimbankulu Clinic,-30.55663,30.27177,Clinic,396959483,839544195,,Dweshula Location
Ntinini Clinic,-28.269396,30.898104,Clinic,,848918817,,Ntinini Clinic Next To Jama Tribal
Ntondweni Clinic,-28.1998,32.16822,Clinic,355507900,,,
Ntshongwe Clinic,-27.43392,32.37124,Clinic,355719105,,,
Ntshongweni Clinic,-29.853065,30.687574,Clinic,031 7759014,823069062,ntshongweniclinic@kznhealth.gov.za,Mbiza Rd
Ntumeni Clinic,-28.858903,31.322448,Clinic,354761007,8222652015,,Ntumeni Clinic
Ntuze Clinic,-28.890278,31.740918,Clinic,353404266,,,
Ntuzuma Clinic,-29.72779,30.947116,Clinic,031 5091747,769825423,zinhle.somzana@kznhealth.gov.za,F 1309 Ncala Rd Ntuzuma
Nxamalala Clinic (Eshowe),-28.832613,31.117795,Clinic,354761005,799037830,,
Nxamalala Clinic (Impendle),-29.599548,29.770905,Clinic,339967000,764478397,tra.madlala@gmail.com,Izinga Road
Nyangwini Happy Hours Clinic,-30.50311,30.59327,Clinic,399721631,828529836,,Gambushe Road
Ocilwane Clinic,-28.412653,31.989334,Clinic,355809228,737327643,,Ocilwane Kwamthethwa Area
Odidini Clinic,-30.035226,30.680936,Clinic,319151502,731922030,,
Ohwebede Clinic,-29.180473,31.512155,Clinic,324589001,792155664,,
Oliviershoek Clinic,-28.699105,29.156985,Clinic,364482661,,,
Ophansi Clinic,-27.58916,32.31415,Clinic,355958398,837689255,,"Ophansi, Kajobe Area"
Ophondweni Clinic,-27.30026,32.09982,Clinic,035 572 5592,072 1753 767,,
Ophuzana Clinic,-27.469497,30.950839,Clinic,,078 549 2853,,Ophuzane Area
Oqaqeni Clinic,-29.14053,31.160861,Clinic,324816023,728756347,,
Oqondweni Clinic,-27.57185,32.44586,Clinic,355717000,,,
Oribi Clinic,-29.63804,30.3963,Clinic,333864947,720960337,lorraine.chetty@msunduzi.gov.za,26 Oribi Village
Osindisweni Hospital,-29.608445,30.982711,District Hospital,032 5419200,,chinasamyk@kznhealth.gov.za,Oakford Rd
Osizweni (Umlazi Q) Clinic,-29.974846,30.895303,Clinic,319071150,,,Q 1219 Off Umdlebe Road
Osizweni 1 Clinic,-27.791203,30.130767,Clinic,034 3660002,768445040,,Osizweni
Osizweni 2 Clinic,-27.79198,30.12162,Clinic,034 3660061,847354544,,Mkabayi Str Sect A
Osizweni 3 Clinic,-27.784274,30.161097,Clinic,034 3137639,727057318,,Osizweni Sect C
Osungulweni Clinic,-28.843985,31.204307,Clinic,354761009,7968755850,,
Otimati Clinic,-29.199323,31.148987,Clinic,324816778,,,Mambedwini Area Off R74
Pata Clinic,-29.662022,30.326176,Clinic,333238157,835968876,,Maint Patridge Road
Paulpietersburg Satellite Clinic,-27.76714,30.804417,Clinic,349951650,733738251,,"10 Hoog Street, Paulpietersburg, 3180"
Peaceville Clinic,-29.797369,30.609128,Clinic,317728006,748177622,peaceville.clinic@kznhealth.gov.za,1 Georgedale Road
Pennington Clinic,-30.37076,30.70339,Clinic,399751100,,,Dolphin Drive
Phaphamani Clinic,-28.889787,31.893576,Clinic,357960135,,,Mdlentshana
Phatheni Clinic,-29.95411,30.21231,Clinic,332129414,826931841,,
Phelandaba Clinic,-27.08398,32.55651,Clinic,355921040,,,"Manguzi Road,"
Phoenix CHC,-29.707382,30.992609,Community Health Clinic,031 5380800,820832115,tholakele.zulu@kznhealth.gov.za,32-36 Brookstone Place
Phoenix Rehabilitation Centre,-29.691208,30.99653,Specialised Rehabilitation Hospital,315007401,781161787,pats.admin@kznhealth.gov.za,"315 Lenham Drive,"
Pholela CHC,-29.763837,29.858579,Community Health Clinic,398329491,824943901,bery.king@kznhealth.gov.za,
Phungashe Clinic,-30.42536,30.15072,Clinic,398350315,398350315,,St. Faithas Road
Pine Street (Greytown) Clinic,-29.05854,30.59368,Clinic,033 4139147,827084799,cpn@umvoti.gov.za,100 Pine Str
Pinetown Clinic,-29.817413,30.858986,Clinic,313116839,718503051,ndelul@durban.gov.za,Chapel Street
Pisgah Clinic,-30.683914,29.879229,Clinic,394330540,717309074,,Pisgah Elangeni
Pongola Clinic,-27.37877,31.610831,Clinic,0344131772/0344132318,,,660 Jan Mielie
Port Edward Clinic,-31.04673,30.21088,Clinic,393112304,736753798,,25 Albert Road
Port Shepstone Clinic,-30.73751,30.44332,Clinic,396882173,834816406,ashnie.ria@gmail.com,595 Andreason Street
Port Shepstone Hospital,-30.743339,30.45173,Regional Hospital,396886000,834881586,cravzim@kznhealth.gov.za,1-11 Bazley Street
Prince Mshiyeni Gateway Clinic,-29.957593,30.94162,Clinic,319078111,723264526,,"V Section,Mangosuthu Highway"
Prince Mshiyeni Memorial Hospital,-29.956366,30.93235,Regional Hospital,031 9078111,828053583,pmmhceo@kznhealth.gov.za,Mangosuthu Highway
Prince Zulu Communicable Diseases Centre Clinic,-29.859227,31.009549,Clinic,313224250,832651723,chippas@durban.gov.za,1universal Avenue
Princess Mhlosheni Clinic,-27.435309,30.986513,Clinic,,,,Tholakele Area
Qadi Clinic,-29.66748,30.903122,Clinic,315181170,,,Umzinyathi Area
Qalukubheka Clinic,-27.488516,31.165243,Clinic,349699000,728248002,,Kwa -Banalihle
Qinelani Clinic,-28.531774,30.510675,Clinic,No land line,o767880628,,
Queen Nolonolo Clinic,-27.899103,31.649809,Clinic,0358313243/3023,836202761,,C/O R618 An Nongoma Main Road
Qulashe Clinic,-30.016764,29.725834,Clinic,0337019002/3,,,
Redcliffe Clinic,-29.639621,31.021614,Clinic,032 5333431,824154933,mhlongozan@dbn.gov.za,2 Redcliff Way
Redhill Clinic,-29.777967,31.020262,Clinic,315641211,718597038,,162 Effinghan Road Rehill
Reservoir Hills Clinic,-29.803137,30.952156,Clinic,312624912,,,"1 Riddick Road,"
Richards Bay Clinic,-28.7555,32.05025,Clinic,359075303,,,
Richmond Chest Hospital (TB),-29.864933,30.275359,Specialised TB Hospital,332122170,828771192,petros.dladla@kznhealth.gov.za,"Durban Road,Richmond Hospital"
Richmond Clinic,-29.868806,30.274324,Clinic,332122109,,richmond clinic@kznhealth.co.za,54nelson Street
Rietvlei Clinic,-30.48627,29.83286,Clinic,,786852469,,Rietvlei Area
Rietvlei Hospital,-30.487004,29.827468,District Hospital,392605000,718514648,nonhlanhla.keswa@kznhealth.gov.za,Rietvlei Location
Riverside Clinic,-30.08038,29.70181,Clinic,393809200,723020584,,Riverside Area
RK Khan Gateway Clinic,-29.917127,30.886307,Clinic,314596337,,,R.K.Khan Circle
RK Khan Hospital,-29.917127,30.886307,Regional Hospital,031 4596000,,kamla.chetty@kznhealth.gov.za,R K Khan Circle Westcliffe Chatttsworth
Rockcliff Clinic,-28.50071,30.20779,Clinic,034 2612010,,,
Rorke's Drift Clinic,-28.36278,30.54022,Clinic,034 642 1048,,,Oscarsberg Mission Rorkes Drift Clinic Dundee 3016
Rydalvale Clinic,-29.748175,30.970521,Clinic,315032990,825123796,rydalvale-clinic@kznhealth.gov.za,G1400 Bhejane Road
Sahlumbe Clinic,-28.739084,30.19308,Clinic,036 3547022,,,Sahlumbe Area
Sakhimpilo Clinic,-28.18352,30.23671,Clinic,,823980105,,01 Sibisi Str
Samungu Clinic,-28.999062,31.325476,Clinic,324559000,827502152,,Samangu Area (ward 6)
Sandanezwe Clinic,-29.86822,30.00039,Clinic,398318222,726797882,,
Sangcwaba Clinic,-30.185584,30.406675,Clinic,398350035,794995331,,Rural Area
Santombe Clinic,-30.530032,30.024852,Clinic,039 4339907/8/9,834224165,,Cekeza
Sappi Clinic (Umbonambi),-28.594555,32.090136,Clinic,355801736,73621098,,Sappi Clinic Kambonambi
Savannah Park Clinic,-29.883202,30.847142,Clinic,,730089616,noneidoo.radha@durban.gov.za,C/O Grassland Road
Scottburgh Clinic,-30.28622,30.75435,Clinic,399761202,833478674,,Cnr. Airth & Williamson Str.
Scottsville Clinic,-29.624998,30.394272,Clinic,333867311,739993073,,Oribi Road
Sea Cow Lake Clinic,-29.796352,31.00205,Clinic,31532443,,xulued@health.gov.za,64 Truimph Road
Shakaskraal Clinic,-29.451725,31.218507,Clinic,329471455,,shakaskraal.clinic@kznhealth.gov.za,1 Protea Road
Shallcross Clinic,-29.889258,30.878636,Clinic,0313112571/84,730089616,noneidooradha@durban.gov.za,265 Shallcross Road
Shelly Beach Clinic,-30.8007,30.4118,Clinic,0393159231/0,834467078,,Umdoni Road
Shemula Clinic,-27.082,32.22862,Clinic,355911004,,,"Private Bag X 2211, Ingwavuma, 3968"
Sibuyane Clinic,-28.84451,30.89924,Clinic,334440000,848985973,,
Sihleza Clinic,-30.454121,29.725093,Clinic,,7266129196,,Mvolozana
Sinathing Clinic,-29.675089,30.294848,Clinic,333999009,764063574,lorraine.chetty@msunduzi.gov.za,Newton Road
Singisi Clinic,-30.251018,29.546893,Clinic,397474380,733499160,,Singisi Village
Siphamandla Clinic,-30.132959,29.819325,Clinic,392597010,,,
Siphilile Clinic,-28.82402,31.503258,Clinic,,845073278,,R66 Mbizo 2
Siphimpilo Clinic,-28.195,30.159158,Clinic,034 3931121,743606277,,Endumeni Str
Sivananda Clinic,-29.699255,30.957273,Clinic,031 5190310/75/65,,,108811
Siyakhathala Clinic,-28.093513,30.787954,Clinic,034 +933 5117,076 176 0168,,Mvunyane Area
Sizana Clinic,-27.92889,31.40055,Clinic,349679105,734300508,,
Sobantu Clinic,-29.595262,30.424884,Clinic,333903519,727431822,lorraine.chetty@msunduzi.gov.za,"Thuthuko Street,Sobantu"
